1)tuId,2)tuName,3)operonName,4)tuGenes
RDBECOLITUC01385,ydeA,ydeA,ydeA;
RDBECOLITUC01386,yjjW,yjjW,yjjW;
RDBECOLITUC01387,yjjI,yjjI,yjjI;
RDBECOLITUC01388,yjjJ,yjjJ,hipH;
RDBECOLITUC01389,serB,radA-nadR,serB;
RDBECOLITUC01390,radA-nadR,radA-nadR,nadR;radA;
RDBECOLITUC01391,slt,slt,slt;
RDBECOLITUC01392,qorA,qorA,qorA;
RDBECOLITUC01393,coaA,coaA,coaA;
RDBECOLITUC01394,cyaY,cyaY,cyaY;
RDBECOLITUC01395,ftsAZ,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ftsZ;ftsA;
RDBECOLITUC01396,bax,bax,bax;
RDBECOLITUC01397,yghA,yghA,yghA;
RDBECOLITUC01398,yghO,yghO,yghO;
RDBECOLITUC01399,yggG,yggG,loiP;
RDBECOLITUC01400,ypfM,ypfM,ypfM;
RDBECOLITUC01401,yeiW,yeiW,yeiW;
RDBECOLITUC01402,setB,setB,setB;
RDBECOLITUC01403,ftsZ,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ftsZ;
RDBECOLITUC01404,yncL,yncL,yncL;
RDBECOLITUC01405,yncJ,yncJ,yncJ;
RDBECOLITUC01406,insQ,insQ,insQ;
RDBECOLITUC01407,yciY,yciY,yciY;
RDBECOLITUC01408,ymdF,ymdF,ymdF;
RDBECOLITUC01409,ybdR,ybdR,ybdR;
RDBECOLITUC01410,lfhA,lfhA,lfhA;
RDBECOLITUC01411,ftsZ,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ftsZ;
RDBECOLITUC01412,bolA,bolA,bolA;
RDBECOLITUC01413,tig,tig,tig;
RDBECOLITUC01414,lsp-fkpB-ispH,ribF-ileS-lspA-fkpB-ispH,ispH;fkpB;lspA;
RDBECOLITUC01415,aroH,aroH,aroH;
RDBECOLITUC01416,rpmI-rplT,thrS-infC-rpmI-rplT-pheMST-ihfA,rplT;rpmI;
RDBECOLITUC01417,thrS-infC-rpmI-rplT-pheMST-ihfA,thrS-infC-rpmI-rplT-pheMST-ihfA,ihfA;pheT;pheS;pheM;rplT;rpmI;infC;thrS;
RDBECOLITUC01418,norR,norR,norR;
RDBECOLITUC01419,ftsZ,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ftsZ;
RDBECOLITUC01420,asnC-mioC,asnC-mioC-mnmG,mioC;asnC;
RDBECOLITUC01421,asnC-mioC-mnmG,asnC-mioC-mnmG,mnmG;mioC;asnC;
RDBECOLITUC01422,rraA,menA-rraA,rraA;
RDBECOLITUC01423,relA-mazEF,relA-mazEF,mazF;mazE;relA;
RDBECOLITUC01424,rne,rne,rne;
RDBECOLITUC01425,rne,rne,rne;
RDBECOLITUC01426,smg,smg,smg;
RDBECOLITUC01427,ygbK,ygbJK,ygbK;
RDBECOLITUC01428,modABC,modABC,modC;modB;modA;
RDBECOLITUC01429,fliDST,fliDST,fliT;fliS;fliD;
RDBECOLITUC01430,ftnB,ftnB,ftnB;
RDBECOLITUC01431,yqjA-mzrA,yqjA-mzrA,mzrA;yqjA;
RDBECOLITUC01432,yjbEFGH,yjbEFGH,yjbH;yjbG;yjbF;yjbE;
RDBECOLITUC01433,mtr,mtr,mtr;
RDBECOLITUC01434,yrbG-kdsD,lptB-rpoN-hpf-ptsN-yhbJ,kdsD;yrbG;
RDBECOLITUC01435,kdsC-lptCAB,lptB-rpoN-hpf-ptsN-yhbJ,lptB;lptA;lptC;kdsC;
RDBECOLITUC01436,lptAB,lptB-rpoN-hpf-ptsN-yhbJ,lptB;lptA;
RDBECOLITUC01437,alsK,alsK,alsK;
RDBECOLITUC01438,CsiR,CsiR,glaR;
RDBECOLITUC01439,ybbB,ybbB,selU;
RDBECOLITUC01440,rhaM,rhaM,rhaM;
RDBECOLITUC01441,macAB,macAB,macB;macA;
RDBECOLITUC01442,nhaR,nhaAR,nhaR;
RDBECOLITUC01443,yadMLKC,yadMLKC,yadC;yadK;yadL;yadM;
RDBECOLITUC01444,yadN,yadN,yadN;
RDBECOLITUC01445,glgBXCAP,glgBXCAP,glgP;glgA;glgC;glgX;glgB;
RDBECOLITUC01446,yeiL,yeiL,yeiL;
RDBECOLITUC01447,yeiI,yeiI,yeiI;
RDBECOLITUC01448,yfaE,nrdAB-yfaE,yfaE;
RDBECOLITUC01449,rlmM,rlmM,rlmM;
RDBECOLITUC01450,ygdD,ygdD,ygdD;
RDBECOLITUC01451,yhfK,yhfK,yhfK;
RDBECOLITUC01452,frwD,frwD,frwD;
RDBECOLITUC01453,ftsB,ftsB,ftsB;
RDBECOLITUC01454,ispDF,ispDF,ispF;ispD;
RDBECOLITUC01455,truD,truD,truD;
RDBECOLITUC01456,glf-rfc,glf-rfc,wbbH;glf;
RDBECOLITUC01457,yhjR,yhjR,yhjR;
RDBECOLITUC01458,wbbIJK,wbbIJK,wbbK;wbbJ;wbbI;
RDBECOLITUC01459,hsdRMS,hsdRMS,hsdS;hsdM;hsdR;
RDBECOLITUC01460,yfhG,yfhG,qseG;
RDBECOLITUC01461,yfhA,glrR-glnB,glrR;
RDBECOLITUC01462,holC,holC-valS,holC;
RDBECOLITUC01463,yjhA,nanCMS,nanC;
RDBECOLITUC01464,yjaH,yjaH,yjaH;
RDBECOLITUC01465,ymbA,pqiABC,pqiC;
RDBECOLITUC01466,yqgB,yqgB,yqgB;
RDBECOLITUC01467,rnlAB,rnlAB,rnlB;rnlA;
RDBECOLITUC01468,secG,secG-leuU,secG;
RDBECOLITUC01469,tpke11,tpke11,tpke11;
RDBECOLITUC01470,rseX,rseX,rseX;
RDBECOLITUC01471,sraB,sraB,sraB;
RDBECOLITUC01472,isrC,isrC-flu,isrC;
RDBECOLITUC01473,ispG-sroE,ispG-sroE,ispG;sroE;
RDBECOLITUC01474,uppS-cdsA,dxr-uppS-cdsA,ispZ;cdsA;ispU;
RDBECOLITUC01475,cdsA,dxr-uppS-cdsA,cdsA;
RDBECOLITUC01476,yraM,yraM,lpoA;
RDBECOLITUC01477,yraN,yraN,yraN;
RDBECOLITUC01478,diaA,diaA,diaA;
RDBECOLITUC01479,ligT,ligT,thpR;
RDBECOLITUC01480,eptA,eptA,eptA;
RDBECOLITUC01481,galF,galF,galF;
RDBECOLITUC01482,yfgA,yfgA,rodZ;
RDBECOLITUC01483,yceH,yceH,yceH;
RDBECOLITUC01484,mviM,mviM,yceM;
RDBECOLITUC01485,ydhM,nemRA-gloA,nemR;
RDBECOLITUC01486,nemA,nemRA-gloA,nemA;
RDBECOLITUC01487,ogrK,ogrK,ogrK;
RDBECOLITUC01488,rnd,rnd,rnd;
RDBECOLITUC01489,rsmB,rsmB,rsmB;
RDBECOLITUC01490,dfp,dfp,dfp;
RDBECOLITUC01491,clpS,clpS,clpS;
RDBECOLITUC01492,rcsDB,rcsDB,rcsB;rcsD;
RDBECOLITUC01493,insH-7,insH-7,insH7;
RDBECOLITUC01494,insH-2,insH-2,insH2;
RDBECOLITUC01495,mnmA,mnmA,mnmA;
RDBECOLITUC01496,ybcH,ybcH,ybcH;
RDBECOLITUC01497,ybgTE,ybgTE,ybgE;cydX;
RDBECOLITUC01498,ybiB,dinG-ybiB,ybiB;
RDBECOLITUC01499,yebA,yebA,mepM;
RDBECOLITUC01500,aspT,aspT,aspT;
RDBECOLITUC01501,trpt,trpt,trpT;
RDBECOLITUC01502,aspU,aspU,aspU;
RDBECOLITUC01503,gspCDEFGHIJKLMO,gspCDEFGHIJKLMO,gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;
RDBECOLITUC01504,gspCDEFGHIJKLMO,gspCDEFGHIJKLMO,gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;
RDBECOLITUC01505,gspAB,gspAB,gspB;gspA;
RDBECOLITUC01506,gspAB,gspAB,gspB;gspA;
RDBECOLITUC01507,gspAB,gspAB,gspB;gspA;
RDBECOLITUC01508,cynTS,cynTSX,cynS;cynT;
RDBECOLITUC01509,relBE-hokD,relBE-hokD,hokD;relE;relB;
RDBECOLITUC01510,insJ,insJ,insJ;
RDBECOLITUC01511,mreBCD,mreBCD,mreD;mreC;mreB;
RDBECOLITUC01512,mreBCD,mreBCD,mreD;mreC;mreB;
RDBECOLITUC01513,mreB,mreBCD,mreB;
RDBECOLITUC01514,mreB,mreBCD,mreB;
RDBECOLITUC01515,mreB,mreBCD,mreB;
RDBECOLITUC01516,rydC,rydC,rydC;
RDBECOLITUC01517,dgt,dgt,dgt;
RDBECOLITUC01518,ileS-lspA-fkpB-ispH,ribF-ileS-lspA-fkpB-ispH,ispH;fkpB;lspA;ileS;
RDBECOLITUC01519,ileS-lspA-fkpB-ispH,ribF-ileS-lspA-fkpB-ispH,ispH;fkpB;lspA;ileS;
RDBECOLITUC01520,crp,crp,crp;
RDBECOLITUC01521,crp,crp,crp;
RDBECOLITUC01522,dapB,dapB,dapB;
RDBECOLITUC01523,cyaA,cyaA,cyaA;
RDBECOLITUC01524,cyaA,cyaA,cyaA;
RDBECOLITUC01525,dapE-ypfN,yffB-dapE-ypfN,ypfN;dapE;
RDBECOLITUC01526,hypF,hydN-hypF,hypF;
RDBECOLITUC01527,hypF,hydN-hypF,hypF;
RDBECOLITUC01528,hypF,hydN-hypF,hypF;
RDBECOLITUC01529,pdeL,pdeL,pdeL;
RDBECOLITUC01530,eno,pyrG-eno,eno;
RDBECOLITUC01531,eno,pyrG-eno,eno;
RDBECOLITUC01532,eno,pyrG-eno,eno;
RDBECOLITUC01533,hisJQMP,argT-hisJQMP,hisP;hisM;hisQ;hisJ;
RDBECOLITUC01534,hchA,hchA,hchA;
RDBECOLITUC01535,emrE,emrE,emrE;
RDBECOLITUC01536,fliLMNOPQR,fliLMNOPQR,fliR;fliQ;fliP;fliO;fliN;fliM;fliL;
RDBECOLITUC01537,symR,symR,symR;
RDBECOLITUC01538,ohsC,ohsC,ohsC;
RDBECOLITUC01539,shoB,shoB,shoB;
RDBECOLITUC01540,ryfD,ryfD,ryfD;
RDBECOLITUC01541,ryjB,ryjB,ryjB;
RDBECOLITUC01542,sroA,sgrR-sroA-thiBPQ,sroA;
RDBECOLITUC01543,csgDEFG,csgDEFG,csgG;csgF;csgE;csgD;
RDBECOLITUC01544,dcuR,dcuSR,dcuR;
RDBECOLITUC01545,gadXW,gadAX,gadW;gadX;
RDBECOLITUC01546,rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;rsmH;
RDBECOLITUC01547,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;
RDBECOLITUC01548,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,lpxC;ftsZ;ftsA;ftsQ;ddlB;murC;murG;ftsW;murD;mraY;murF;murE;ftsI;ftsL;
RDBECOLITUC01549,ftsK,ftsK,ftsK;
RDBECOLITUC01550,ftsK,ftsK,ftsK;
RDBECOLITUC01551,hcp-hcr,poxB-ltaE-ybjT,hcr;hcp;
RDBECOLITUC01552,wzbc,wza-wzb-wzc-wcaAB,wza;wzc;wzb;
RDBECOLITUC01553,yiaKLMNO-lyx-sgbHUE,yiaKLMNO-lyx-sgbHUE,sgbE;sgbU;sgbH;lyxK;yiaO;yiaN;yiaM;yiaL;yiaK;
RDBECOLITUC01554,clpX-lon,clpX-lon,lon;clpX;
RDBECOLITUC01555,chaC,chaBC,chaC;
RDBECOLITUC01556,potFGHI,potFGHI,potI;potH;potG;potF;
RDBECOLITUC01557,rpoD,rpsU-dnaG-rpoD,rpoD;
RDBECOLITUC01558,nagC,nagBACD,nagC;
RDBECOLITUC01559,nagC,nagBACD,nagC;
RDBECOLITUC01560,ileS-lspA-fkpB-ispH,ribF-ileS-lspA-fkpB-ispH,ispH;fkpB;lspA;ileS;
RDBECOLITUC01561,ribE-nusB-thiL-pgpA,nrdR-ribDE-nusB-thiL-pgpA,pgpA;thiL;nusB;ribE;
RDBECOLITUC01562,glnS,glnS,glnS;
RDBECOLITUC01563,phoPQ,phoPQ,phoQ;phoP;
RDBECOLITUC01564,ygbF,casDE-ygbTF,cas2;
RDBECOLITUC01565,ybeD-lipB,ybeD-lipB,lipB;ybeD;
RDBECOLITUC01566,ybeZYX-lnt,ybeZYX-lnt,lnt;ybeX;ybeY;ybeZ;
RDBECOLITUC01567,yciSM-pyrF-yciH,yciSM-pyrF-yciH,yciH;pyrF;lapB;lapA;
RDBECOLITUC01568,ycjXF-tyrR,ycjXF-tyrR,tyrR;ycjF;ycjX;
RDBECOLITUC01569,holC-valS,holC-valS,valS;holC;
RDBECOLITUC01570,creABC,creABCD,creC;creB;creA;
RDBECOLITUC01571,nfuA,gntXY,nfuA;
RDBECOLITUC01572,hslR-hslO,yrfG-hslR,hslO;hslR;
RDBECOLITUC01573,rnlA,rnlAB,rnlA;
RDBECOLITUC01574,rrsA-ileT-alaT-rrlA-rrfA,rrsA-ileT-alaT-rrlA-rrfA,rrfA;rrlA;alaT;ileT;rrsA;
RDBECOLITUC01575,rrsE-gltV-rrlE-rrfE,rrsE-gltV-rrlE-rrfE,rrfE;rrlE;gltV;rrsE;
RDBECOLITUC01576,rapA,rapA-rluA,rapA;
RDBECOLITUC01577,xerD-dsbC-recJ,dsbC-recJ-prfB,recJ;dsbC;xerD;
RDBECOLITUC01578,clpPX,clpX-lon,clpX;clpP;
RDBECOLITUC01579,rdgB-yggW,yggSTU-rdgB-hemW,hemW;rdgB;
RDBECOLITUC01580,dcd,udk-dcd,dcd;
RDBECOLITUC01581,yggDC,cmtBA-yggPF-fumE-yggC,yggC;fumE;
RDBECOLITUC01582,dksA-yadB,sfsA-dksA,gluQ;dksA;
RDBECOLITUC01583,yacG,coaE-zapD-yacG,yacG;
RDBECOLITUC01584,pdxY,pdxH-tyrS-pdxY,pdxY;
RDBECOLITUC01585,pspE,pspABCDE,pspE;
RDBECOLITUC01586,yajO,xseB-ispA-dxs-yajO,yajO;
RDBECOLITUC01587,nrdG,nrdDG,nrdG;
RDBECOLITUC01588,fucR,fucPIKUR,fucR;
RDBECOLITUC01589,aceK,aceBAK,aceK;
RDBECOLITUC01590,glxK,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,glxK;
RDBECOLITUC01591,gcvP,gcvTHP,gcvP;
RDBECOLITUC01592,rrfG,rrsG-gltW-rrlG-rrfG,rrfG;
RDBECOLITUC01593,cysH,cysJIH,cysH;
RDBECOLITUC01594,argQ,serV-argVYZQ,argQ;
RDBECOLITUC01595,cadA,cadBA,cadA;
RDBECOLITUC01596,csgC,csgBAC,csgC;
RDBECOLITUC01597,tcyJ,fliAZY,tcyJ;
RDBECOLITUC01598,ybjN,ybjC-nfsA-rimK-ybjN,ybjN;
RDBECOLITUC01599,dhaM,dhaKLM,dhaM;
RDBECOLITUC01600,tufA,rpsLG-fusA-tufA,tufA;
RDBECOLITUC01601,ubiX,cvpA-purF-ubiX,ubiX;
RDBECOLITUC01602,lacYA,lacZYA,lacA;lacY;
RDBECOLITUC01603,rfbACX,rfbBDACX,rfbX;rfbC;rfbA;
RDBECOLITUC01604,rrlH-rrfH,rrsH-ileV-alaV-rrlH-rrfH,rrfH;rrlH;
RDBECOLITUC01605,rfaZ-waaU,rirA-rfaQGPSBIJYZ-waaU,waaU;waaZ;
RDBECOLITUC01606,selD-topB,ydjA-selD-topB,topB;selD;
RDBECOLITUC01607,rrlB-rrfB,rrsB-gltT-rrlB-rrfB,rrfB;rrlB;
RDBECOLITUC01608,caiCDE,caiTABCDE,caiE;caiD;caiC;
RDBECOLITUC01609,rrlE-rrfE,rrsE-gltV-rrlE-rrfE,rrfE;rrlE;
RDBECOLITUC01610,nuoMN,nuoABCEFGHIJKLMN,nuoN;nuoM;
RDBECOLITUC01611,mreCD,mreBCD,mreD;mreC;
RDBECOLITUC01612,rrlA-rrfA,rrsA-ileT-alaT-rrlA-rrfA,rrfA;rrlA;
RDBECOLITUC01613,ykfGH-yafW-ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ykfI;yafW;ykfH;ykfG;
RDBECOLITUC01614,glcBA,glcDEFGBA,glcA;glcB;
RDBECOLITUC01615,deoABD,deoCABD,deoD;deoB;deoA;
RDBECOLITUC01616,menD-yfbB-menBCE,menFD-yfbB-menBCE,menE;menC;menB;menH;menD;
RDBECOLITUC01617,rutR,rutR,rutR;
RDBECOLITUC01618,safA-ydeO,safA-ydeO,ydeO;safA;
RDBECOLITUC01619,yaiA-aroM,aroL-yaiA-aroM,aroM;yaiA;
RDBECOLITUC01620,alsBACE,alsRBACE,alsE;alsC;alsA;alsB;
RDBECOLITUC01621,hfq-hflXKC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;
RDBECOLITUC01622,tyrV-tpr,tyrTV-tpr,tpr;tyrV;
RDBECOLITUC01623,pspBCDE,pspABCDE,pspE;pspD;pspC;pspB;
RDBECOLITUC01624,tdcBCDEFG,tdcABCDEFG,tdcG;tdcF;tdcE;tdcD;tdcC;tdcB;
RDBECOLITUC01625,phnLMNOP,phnCDEEFGHIJKLMNOP,phnP;phnO;phnN;phnM;phnL;
RDBECOLITUC01626,glnW-metU-glnVX,metT-leuW-glnUW-metU-glnVX,glnX;glnV;metU;glnW;
RDBECOLITUC01627,yibA,rhsA-yibA,yibA;
RDBECOLITUC01628,casDE-ygbTF,casDE-ygbTF,cas2;cas1;casE;casD;
RDBECOLITUC01629,osmF-yehYXW,osmF-yehYXW,yehW;yehX;yehY;osmF;
RDBECOLITUC01630,mutL-miaA-hfq-hflXKC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;mutL;
RDBECOLITUC01631,mutL-miaA-hfq-hflXKC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;mutL;
RDBECOLITUC01632,miaA-hfq-hflXKC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;
RDBECOLITUC01633,miaA-hfq-hflXKC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;
RDBECOLITUC01634,hfq-hflXKC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;
RDBECOLITUC01635,hfq-hflXKC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;
RDBECOLITUC01636,yjjQ-bglJ,yjjQ-bglJ,bglJ;yjjQ;
RDBECOLITUC01637,secG-leuU,secG-leuU,leuU;secG;
RDBECOLITUC01638,secG-leuU,secG-leuU,leuU;secG;
RDBECOLITUC01639,cspE,cspE,cspE;
RDBECOLITUC01640,lpxC,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,lpxC;
RDBECOLITUC01641,acnB,acnB,acnB;
RDBECOLITUC01642,uppS-cdsA,dxr-uppS-cdsA,cdsA;ispU;
RDBECOLITUC01643,yafZ,ykfA-yafZ,yafZ;
RDBECOLITUC01644,ecpBCDE,ecpBCDE,ecpE;ecpD;ecpC;ecpB;
RDBECOLITUC01645,ampH,ampH,ampH;
RDBECOLITUC01646,iraP,iraP,iraP;
RDBECOLITUC01647,tig,tig,tig;
RDBECOLITUC01648,acrB,acrAB,acrB;
RDBECOLITUC01649,ybbY-glxK,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,glxK;ybbY;
RDBECOLITUC01650,entH,entCEBA-ybdB,entH;
RDBECOLITUC01651,ltaE-ybjT,poxB-ltaE-ybjT,ybjT;ltaE;
RDBECOLITUC01652,clsC,ymdAB-clsC,clsC;
RDBECOLITUC01653,dctA,dctA,dctA;
RDBECOLITUC01654,bssS,bssS,bssS;
RDBECOLITUC01655,rne,rne,rne;
RDBECOLITUC01656,acnA,acnA,acnA;
RDBECOLITUC01657,trg,trg,trg;
RDBECOLITUC01658,tyrS-pdxY,pdxH-tyrS-pdxY,pdxY;tyrS;
RDBECOLITUC01659,pykF,pykF,pykF;
RDBECOLITUC01660,pykF,pykF,pykF;
RDBECOLITUC01661,yeaGH,yeaGH,yeaH;yeaG;
RDBECOLITUC01662,pykA,pykA,pykA;
RDBECOLITUC01663,aspS,aspS,aspS;
RDBECOLITUC01664,flu,isrC-flu,flu;
RDBECOLITUC01665,flu,isrC-flu,flu;
RDBECOLITUC01666,sbmC,sbmC,sbmC;
RDBECOLITUC01667,gatZABCD,gatYZABCD,gatA;gatB;gatC;gatD;gatZ;
RDBECOLITUC01668,glk,glk,glk;
RDBECOLITUC01669,cysK,cysK,cysK;
RDBECOLITUC01670,ucpA,ucpA,ucpA;
RDBECOLITUC01671,talA,talA-tktB,talA;
RDBECOLITUC01672,bepA-yfgD,bepA-yfgD,yfgD;bepA;
RDBECOLITUC01673,yfgM,yfgM,yfgM;
RDBECOLITUC01674,yfgM,yfgM,yfgM;
RDBECOLITUC01675,yfGM,yfgM,yfgM;
RDBECOLITUC01676,rpoS,nlpD-rpoS,rpoS;
RDBECOLITUC01677,rpoS,nlpD-rpoS,rpoS;
RDBECOLITUC01678,rpoS,nlpD-rpoS,rpoS;
RDBECOLITUC01679,rpoS,nlpD-rpoS,rpoS;
RDBECOLITUC01680,eno,pyrG-eno,eno;
RDBECOLITUC01681,pyrG-eno,pyrG-eno,eno;pyrG;
RDBECOLITUC01682,ubiT-yhbS,ubiT-yhbS,yhbS;ubiT;
RDBECOLITUC01683,rpsMKD-rpoA-rplQ,rpsMKD-rpoA-rplQ,rpsK;rpsD;rpoA;rplQ;rpsM;
RDBECOLITUC01684,yheO-tusDCB,yheO-tusDCB,tusB;tusC;tusD;yheO;
RDBECOLITUC01685,kup,kup,kup;
RDBECOLITUC01686,kup,kup,kup;
RDBECOLITUC01687,fre,fre,fre;
RDBECOLITUC01688,tpiA,tpiA,tpiA;
RDBECOLITUC01689,menA-rraA,menA-rraA,rraA;menA;
RDBECOLITUC01690,alr,alr,alr;
RDBECOLITUC01691,yjdC,dsbD-yjdC,dicD;
RDBECOLITUC01692,groL,groSL,groL;
RDBECOLITUC01693,groL,groSL,groL;
RDBECOLITUC01694,groL,groSL,groL;
RDBECOLITUC01695,ydhYVWXUT,ydhYVWXUT,ydhT;ydhU;ydhX;ydhW;ydhV;ydhY;
RDBECOLITUC01696,artPIQM,artPIQM,artM;artQ;artI;artP;
RDBECOLITUC01697,artPIQM,artPIQM,artM;artQ;artI;artP;
RDBECOLITUC01698,artPIQM,artPIQM,artM;artQ;artI;artP;
RDBECOLITUC01699,ybgA-phr,ybgA-phr,phr;ybgA;
RDBECOLITUC01700,gpt,gpt,gpt;
RDBECOLITUC01701,dksA-yadB,sfsA-dksA,gluQ;dksA;
RDBECOLITUC01702,ecnB,ecnAB,ecnB;
RDBECOLITUC01703,creD,creABCD,creD;
RDBECOLITUC01704,nemRA,nemRA-gloA,nemA;nemR;
RDBECOLITUC01705,yliM-ompX,yliM-ompX,yliM;ompX;
RDBECOLITUC01706,ssrS-ygfA,ssrS-ygfA,fau;ssrS;
RDBECOLITUC01707,yfaXWVU,yfaX-rhmD,yfaU;yfaV;rhmD;yfaX;
RDBECOLITUC01708,pstS,pstSCAB-phoU,pstS;
RDBECOLITUC01709,pstSCA,pstSCAB-phoU,pstA;pstC;pstS;
RDBECOLITUC01710,pstB-phoU,pstSCAB-phoU,phoU;pstB;
RDBECOLITUC01711,rph,rph-pyrE,rph;
RDBECOLITUC01712,mdtEF,gadEF-mdtEF,mdtF;mdtE;
RDBECOLITUC01713,mdtEF,gadEF-mdtEF,mdtF;mdtE;
RDBECOLITUC01714,cmr,cmr,mdfA;
RDBECOLITUC01715,tolC-ygiBC,tolC-ygiBC,ygiC;ygiB;tolC;
RDBECOLITUC01716,tolC-ygiBC,tolC-ygiBC,ygiC;ygiB;tolC;
RDBECOLITUC01717,tolC-ygiBC,tolC-ygiBC,ygiC;ygiB;tolC;
RDBECOLITUC01718,murQP,murQP-yfeW,murP;murQ;
RDBECOLITUC01719,murQP,murQP-yfeW,murP;murQ;
RDBECOLITUC01720,sibE,sibE,sibE;
RDBECOLITUC01721,sibC,sibC,sibC;
RDBECOLITUC01722,gadW,gadAX,gadW;
RDBECOLITUC01723,gadW,gadAX,gadW;
RDBECOLITUC01724,uvrB,uvrB,uvrB;
RDBECOLITUC01725,gadEF,gadEF-mdtEF,gadF;gadE;
RDBECOLITUC01726,fadR,fadR,fadR;
RDBECOLITUC01727,yjeV,yjeV,yjeV;
RDBECOLITUC01728,ogt,abgABT-ogt,ogt;
RDBECOLITUC01729,pepA,pepA,pepA;
RDBECOLITUC01730,pepA,pepA,pepA;
RDBECOLITUC01731,gadE-mdtEF,gadEF-mdtEF,gadF;mdtF;mdtE;gadE;
RDBECOLITUC01732,rfaYZ,rirA-rfaQGPSBIJYZ-waaU,waaZ;waaY;
RDBECOLITUC01733,mdh,mdh,mdh;
RDBECOLITUC01734,uxaCA,uxaCA,uxaA;uxaC;
RDBECOLITUC01735,exuT,exuT,exuT;
RDBECOLITUC01736,citCDEFXG,citCDEFXG,citG;citX;citF;citE;citD;citC;
RDBECOLITUC01737,dpiBA,dpiBA,dpiA;dpiB;
RDBECOLITUC01738,tsaE-amiB-mutL-miaA-hfq-hflXKC,yjeFE-amiB-mutL-miaA-hfq-hflXKC,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;
RDBECOLITUC01739,ahpCF,ahpCF,ahpF;ahpC;
RDBECOLITUC01740,ycgZ-ymgA-ariR-ymgC,ycgZ-ymgA-ariR-ymgC,ymgC;ariR;ymgA;ycgZ;
RDBECOLITUC01741,yrbN-deaD,yrbN-deaD,deaD;yrbN;
RDBECOLITUC01742,ivbL-ilvBN-uhpABC,ivbL-ilvBN-uhpABC,uhpC;uhpB;uhpA;ilvN;ilvB;ivbL;
RDBECOLITUC01743,yfiRN,yfiR-dgcN-yfiB,dgcN;yfiR;
RDBECOLITUC01744,iraD,iraD,idlP;ytiD;ytiC;iraD;
RDBECOLITUC01745,azuCR,azuCR,azuR;azuC;
RDBECOLITUC01746,ykgR,ykgR,ykgR;
RDBECOLITUC01747,yobF-cspC,yobF-cspC,cspC;yobF;
RDBECOLITUC01748,rraB,rraB,rraB;
RDBECOLITUC01749,glmY,glmY,glmY;
RDBECOLITUC01750,yahE,yahDEFG,yahE;
RDBECOLITUC01751,nikABCDER,nikABCDER,nikE;nikR;nikD;nikC;nikB;nikA;
RDBECOLITUC01752,htpG,htpG,htpG;
RDBECOLITUC01753,flhDC,flhDC,flhC;flhD;
RDBECOLITUC01754,actP,acs-yjcHG,actP;
RDBECOLITUC01755,rhaD,rhaBAD,rhaD;
RDBECOLITUC01756,mqsRA,mqsRA,mqsA;mqsR;
RDBECOLITUC01757,xdhABC,xdhABC,xdhC;xdhB;xdhA;
RDBECOLITUC01758,acrD,acrD,acrD;
RDBECOLITUC01759,greA,greA,greA;
RDBECOLITUC01760,fnrS,fnrS,fnrS;
